team_api_id,team_fifa_api_id_x,team_long_name,date,buildUpPlaySpeed,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting
8197,95.0,Leicester City,2011-02-22 00:00:00,36.0,36.0,52.0,52.0
8197,95.0,Leicester City,2012-02-22 00:00:00,45.0,48.0,56.0,56.0
8197,95.0,Leicester City,2013-09-20 00:00:00,45.0,48.0,56.0,56.0
8197,95.0,Leicester City,2014-09-19 00:00:00,63.0,47.0,62.0,69.0
8197,95.0,Leicester City,2015-09-10 00:00:00,63.0,47.0,64.0,46.0
8678,1943.0,Bournemouth,2010-02-22 00:00:00,70.0,70.0,70.0,60.0
8678,1943.0,Bournemouth,2011-02-22 00:00:00,51.0,68.0,33.0,47.0
8678,1943.0,Bournemouth,2012-02-22 00:00:00,46.0,54.0,60.0,52.0
8678,1943.0,Bournemouth,2013-09-20 00:00:00,39.0,54.0,43.0,52.0
8678,1943.0,Bournemouth,2014-09-19 00:00:00,47.0,46.0,48.0,41.0
8678,1943.0,Bournemouth,2015-09-10 00:00:00,47.0,49.0,45.0,47.0
9817,1795.0,Watford,2010-02-22 00:00:00,70.0,70.0,70.0,65.0
9817,1795.0,Watford,2011-02-22 00:00:00,64.0,67.0,67.0,48.0
9817,1795.0,Watford,2012-02-22 00:00:00,66.0,45.0,60.0,60.0
9817,1795.0,Watford,2013-09-20 00:00:00,67.0,45.0,38.0,53.0
9817,1795.0,Watford,2014-09-19 00:00:00,61.0,54.0,44.0,55.0
9817,1795.0,Watford,2015-09-10 00:00:00,61.0,54.0,42.0,45.0
8583,57.0,AJ Auxerre,2010-02-22 00:00:00,30.0,35.0,65.0,35.0
8583,57.0,AJ Auxerre,2011-02-22 00:00:00,35.0,35.0,65.0,50.0
8583,57.0,AJ Auxerre,2012-02-22 00:00:00,64.0,51.0,63.0,50.0
8583,57.0,AJ Auxerre,2013-09-20 00:00:00,64.0,51.0,63.0,50.0
8583,57.0,AJ Auxerre,2014-09-19 00:00:00,64.0,51.0,63.0,50.0
8583,57.0,AJ Auxerre,2015-09-10 00:00:00,64.0,51.0,63.0,50.0
9830,71.0,FC Nantes,2010-02-22 00:00:00,55.0,60.0,65.0,35.0
